ID;ESPACIOS CULTURALES;Museo de Antioquia;Biblioteca Pública Piloto;Jardín Botánico;Parque Explora;Planetario
05FN09;Parque Explora;0,2;0,25;0,25;1;7
05FN09;Planetario;0,142857143;0,333333333;0,166666667;0,142857143;1
05FN10;Museo de Antioquia;1;7;6;5;5
05FN10;Biblioteca Pública Piloto;0,142857143;1;3;4;4
05FN10;Jardín Botánico;0,166666667;0,333333333;1;4;5
05FN10;Parque Explora;0,2;0,25;0,25;1;5
05FN10;Planetario;0,2;0,25;0,2;0,2;1
05FN11;Museo de Antioquia;1;7;7;8;9
05FN11;Biblioteca Pública Piloto;0,142857143;1;5;3;2
05FN11;Jardín Botánico;0,142857143;0,2;1;6;7
05FN11;Parque Explora;0,125;0,333333333;0,166666667;1;5
05FN11;Planetario;0,111111111;0,5;0,142857143;0,2;1
05FN13;Museo de Antioquia;1;8;9;7;8
05FN13;Biblioteca Pública Piloto;0,125;1;4;4;5
05FN13;Jardín Botánico;0,111111111;0,166666667;1;6;6
05FN13;Parque Explora;0,142857143;0,25;0,166666667;1;7
05FN13;Planetario;0,125;0,2;0,166666667;0,142857143;1
05FN15;Museo de Antioquia;1;7;9;6;5
05FN15;Biblioteca Pública Piloto;0,142857143;1;7;4;3
05FN15;Jardín Botánico;0,111111111;0,142857143;1;3;2
05FN15;Parque Explora;0,166666667;0,25;0,333333333;1;5
05FN15;Planetario;0,2;0,333333333;0,5;0,2;1
05FN16;Museo de Antioquia;1;8;5;6;5
05FN16;Biblioteca Pública Piloto;0,125;1;4;6;2
05FN16;Jardín Botánico;0,2;0,25;1;3;7
05FN16;Parque Explora;0,166666667;0,166666667;0,333333333;1;4
05FN16;Planetario;0,2;0,5;0,142857143;0,25;1
05FN17;Museo de Antioquia;1;4;6;5;7
05FN17;Biblioteca Pública Piloto;0,25;1;2;8;3
05FN17;Jardín Botánico;0,166666667;0,5;1;3;6
05FN17;Parque Explora;0,2;0,125;0,333333333;1;3
05FN17;Planetario;0,142857143;0,333333333;0,166666667;0,333333333;1
05FN18;Museo de Antioquia;1;5;7;6;8
05FN18;Biblioteca Pública Piloto;0,2;1;3;9;4
05FN18;Jardín Botánico;0,142857143;0,333333333;1;4;7
05FN18;Parque Explora;0,166666667;0,111111111;0,25;1;4
05FN18;Planetario;0,125;0,125;0,142857143;0,25;1
05FN19;Museo de Antioquia;1;9;2;6;5
05FN19;Biblioteca Pública Piloto;0,111111111;1;4;2;3
05FN19;Jardín Botánico;0,5;0,25;1;4;2
05FN19;Parque Explora;0,166666667;0,5;0,25;1;3
05FN19;Planetario;0,2;0,333333333;0,5;0,333333333;1
05FN20;Museo de Antioquia;1;9;2;4;3
05FN20;Biblioteca Pública Piloto;0,111111111;1;8;6;2
05FN20;Jardín Botánico;0,5;0,125;1;3;2
05FN20;Parque Explora;0,25;0,166666667;0,333333333;1;6
05FN20;Planetario;0,333333333;0,5;0,5;0,166666667;1
05FN23;Museo de Antioquia;1;8;4;3;2
05FN23;Biblioteca Pública Piloto;0,125;1;6;9;4
05FN23;Jardín Botánico;0,25;0,166666667;1;3;2
05FN23;Parque Explora;0,333333333;0,111111111;0,333333333;1;6
05FN23;Planetario;0,5;0,25;0,5;0,166666667;1
05FN24;Museo de Antioquia;1;4;2;8;5
05FN24;Biblioteca Pública Piloto;0,25;1;3;7;3
05FN24;Jardín Botánico;0,5;0,333333333;1;6;2
05FN24;Parque Explora;0,125;0,142857143;0,166666667;1;4
05FN24;Planetario;0,2;0,333333333;0,5;0,25;1
05FN25;Museo de Antioquia;1;6;2;4;3
05FN25;Biblioteca Pública Piloto;0,166666667;1;4;8;9
05FN25;Jardín Botánico;0,5;0,25;1;2;6
05FN25;Parque Explora;0,25;0,125;0,5;1;3
05FN25;Planetario;0,333333333;0,111111111;0,166666667;0,333333333;1
06FN01;Museo de Antioquia;1;1;2;2;3
06FN01;Biblioteca Pública Piloto;1;1;0,25;5;4
06FN01;Jardín Botánico;0,5;4;1;0,166666667;5
06FN01;Parque Explora;0,5;0,2;6;1;6
06FN01;Planetario;0,333333333;0,25;0,2;0,166666667;1
06FN03;Museo de Antioquia;1;5;6;1;3
06FN03;Biblioteca Pública Piloto;0,2;1;0,142857143;0,142857143;0,25
06FN03;Jardín Botánico;0,166666667;7;1;1;2
06FN03;Parque Explora;1;7;1;1;3
06FN03;Planetario;0,333333333;7;0,5;0,333333333;1
06FN05;Museo de Antioquia;1;2;1;0,5;3
06FN05;Biblioteca Pública Piloto;0,5;1;4;5;3
06FN05;Jardín Botánico;1;0,25;1;7;7
06FN05;Parque Explora;2;5;0,142857143;1;7
06FN05;Planetario;0,333333333;0,333333333;0,142857143;0,142857143;1
06FN06;Museo de Antioquia;1;6;6;0,142857143;6
06FN06;Biblioteca Pública Piloto;0,166666667;1;0,166666667;0,2;0,166666667
06FN06;Jardín Botánico;0,166666667;6;1;0,142857143;0,25
06FN06;Parque Explora;7;5;7;1;7
06FN06;Planetario;0,166666667;6;4;0,142857143;1
06FN07;Museo de Antioquia;1;0,142857143;0,111111111;0,111111111;0,142857143
06FN07;Biblioteca Pública Piloto;7;1;0,111111111;0,111111111;0,166666667
06FN07;Jardín Botánico;9;9;1;0,125;8
06FN07;Parque Explora;9;9;8;1;8
06FN07;Planetario;7;6;0,125;0,125;1
06FN10;Museo de Antioquia;1;1;1;1;1
06FN10;Biblioteca Pública Piloto;1;1;1;1;1
06FN10;Jardín Botánico;1;1;1;1;1
06FN10;Parque Explora;1;1;1;1;1
06FN10;Planetario;1;1;1;1;1
06FN11;Museo de Antioquia;1;7;0,2;5;5
06FN11;Biblioteca Pública Piloto;0,142857143;1;0,166666667;4;3
06FN11;Jardín Botánico;5;6;1;6;5
06FN11;Parque Explora;0,2;0,25;0,166666667;1;3
06FN11;Planetario;0,2;0,333333333;0,2;0,333333333;1
06FN12;Museo de Antioquia;1;7;6;5;0,2
06FN12;Biblioteca Pública Piloto;0,142857143;1;4;0,166666667;0,142857143
06FN12;Jardín Botánico;0,166666667;0,25;1;0,166666667;0,166666667
06FN12;Parque Explora;0,2;6;6;1;7
06FN12;Planetario;5;7;6;0,142857143;1
06FN13;Museo de Antioquia;1;1;0,142857143;0,142857143;0,111111111
06FN13;Biblioteca Pública Piloto;1;1;0,142857143;0,142857143;0,111111111
06FN13;Jardín Botánico;7;7;1;1;0,111111111
06FN13;Parque Explora;7;7;1;1;0,111111111
06FN13;Planetario;9;9;9;9;1
06FN14;Museo de Antioquia;1;4;2;3;6
06FN14;Biblioteca Pública Piloto;0,25;1;6;0,5;0,5
06FN14;Jardín Botánico;0,5;0,166666667;1;0,333333333;2
06FN14;Parque Explora;0,333333333;2;3;1;9
06FN14;Planetario;0,166666667;2;0,5;0,111111111;1
06FN15;Museo de Antioquia;1;0,25;2;0,333333333;0,333333333
06FN15;Biblioteca Pública Piloto;4;1;4;7;5
06FN15;Jardín Botánico;0,5;0,25;1;0,5;4
06FN15;Parque Explora;3;0,142857143;2;1;3
06FN15;Planetario;6;0,2;0,25;0,333333333;1
06FN16;Museo de Antioquia;1;3;0,2;0,25;0,111111111
06FN16;Biblioteca Pública Piloto;0,333333333;1;0,5;0,333333333;0,166666667
06FN16;Jardín Botánico;5;2;1;0,333333333;0,2
06FN16;Parque Explora;4;3;3;1;0,2
06FN16;Planetario;9;6;5;0,2;1
06FN17;Museo de Antioquia;1;3;0,25;0,111111111;2
06FN17;Biblioteca Pública Piloto;0,333333333;1;0,5;0,142857143;0,5
06FN17;Jardín Botánico;4;2;1;0,166666667;0,333333333
06FN17;Parque Explora;9;7;6;1;8
06FN17;Planetario;0,5;2;3;0,125;1
06FN18;Museo de Antioquia;1;3;0,333333333;0,2;2
06FN18;Biblioteca Pública Piloto;0,333333333;1;0,25;0,333333333;4
06FN18;Jardín Botánico;3;4;1;6;7
06FN18;Parque Explora;5;3;0,166666667;1;9
06FN18;Planetario;0,5;0,25;0,142857143;0,111111111;1
06FN19;Museo de Antioquia;1;9;0,2;0,166666667;4
06FN19;Biblioteca Pública Piloto;0,2;1;3;0,142857143;6
06FN19;Jardín Botánico;5;0,333333333;1;0,142857143;7
06FN19;Parque Explora;6;7;7;1;8
06FN19;Planetario;0,25;0,166666667;0,142857143;0,125;1
06FN20;Museo de Antioquia;1;1;1;1;1
06FN20;Biblioteca Pública Piloto;1;1;1;1;1
06FN20;Jardín Botánico;1;1;1;1;1
06FN20;Parque Explora;1;1;1;1;1
06FN20;Planetario;1;1;1;1;1
06FN21;Museo de Antioquia;1;3;0,25;0,166666667;6
06FN21;Biblioteca Pública Piloto;0,333333333;1;0,2;0,142857143;1
06FN21;Jardín Botánico;4;5;1;1;3
06FN21;Parque Explora;6;7;1;1;6
06FN21;Planetario;0,166666667;1;0,333333333;0,166666667;1
06FN22;Museo de Antioquia;1;1;0,5;1;0,142857143
06FN22;Biblioteca Pública Piloto;1;1;3;1;0,166666667
06FN22;Jardín Botánico;2;0,333333333;1;1;0,2
06FN22;Parque Explora;1;1;1;1;0,333333333
06FN22;Planetario;7;6;5;3;1
06FN23;Museo de Antioquia;1;8;0,166666667;0,125;3
06FN23;Biblioteca Pública Piloto;0,125;1;0,166666667;0,166666667;5
06FN23;Jardín Botánico;6;6;1;7;5
06FN23;Parque Explora;8;6;0,142857143;1;6
06FN23;Planetario;0,333333333;0,2;0,2;0,166666667;1
06FN25;Museo de Antioquia;1;5;6;1;3
06FN25;Biblioteca Pública Piloto;0,2;1;0,142857143;0,142857143;0,25
06FN25;Jardín Botánico;0,166666667;7;1;1;2
06FN25;Parque Explora;1;7;1;1;3
06FN25;Planetario;0,333333333;7;0,5;0,333333333;1
07FN01;Museo de Antioquia;1;3;0,333333333;5;5
07FN01;Biblioteca Pública Piloto;0,333333333;1;0,2;1;5
07FN01;Jardín Botánico;3;5;1;5;5
07FN01;Parque Explora;0,2;1;0,2;1;1
07FN01;Planetario;0,2;0,2;0,2;1;1
07IN02;Museo de Antioquia;1;5;0,111111111;0,2;5
07IN02;Biblioteca Pública Piloto;0,2;1;0,2;0,333333333;0,333333333
07IN02;Jardín Botánico;9;5;1;7;9
07IN02;Parque Explora;5;3;0,142857143;1;3
07IN02;Planetario;0,2;3;0,111111111;0,333333333;1
07FN03;Museo de Antioquia;1;1;0,2;0,333333333;0,142857143
07FN03;Biblioteca Pública Piloto;1;1;0,333333333;0,333333333;0,111111111
07FN03;Jardín Botánico;5;3;1;3;1
07FN03;Parque Explora;3;3;0,333333333;1;0,8
07FN03;Planetario;7;9;1;5;1
07IN04;Museo de Antioquia;1;1;1;1;0,142857143
07IN04;Biblioteca Pública Piloto;1;1;0,142857143;0,142857143;0,142857143
07IN04;Jardín Botánico;7;7;1;7;7
07IN04;Parque Explora;7;7;0,142857143;1;0,142857143
07IN04;Planetario;7;7;0,142857143;7;1
07IN05;Museo de Antioquia;1;7;0,111111111;0,2;0,2
07IN05;Biblioteca Pública Piloto;0,142857143;1;0,2;0,2;5
07IN05;Jardín Botánico;9;5;1;7;7
07IN05;Parque Explora;5;5;0,142857143;1;5
07IN05;Planetario;5;0,2;0,142857143;0,2;1
07FN06;Museo de Antioquia;1;1;3;0,2;1
07FN06;Biblioteca Pública Piloto;1;1;0,333333333;0,333333333;1
07FN06;Jardín Botánico;0,333333333;3;1;1;3
07FN06;Parque Explora;5;3;1;1;3
07FN06;Planetario;1;1;0,333333333;0,333333333;1
07FN07;Museo de Antioquia;1;1;1;1;1
07FN07;Biblioteca Pública Piloto;1;1;1;1;1
07FN07;Jardín Botánico;1;1;1;1;1
07FN07;Parque Explora;1;1;1;1;1
07FN07;Planetario;1;1;1;1;1
07FN08;Museo de Antioquia;1;0,111111111;0,111111111;5;0,2
07FN08;Biblioteca Pública Piloto;9;1;1;7;7
07FN08;Jardín Botánico;9;1;1;9;9
07FN08;Parque Explora;0,2;0,142857143;0,111111111;1;0,142857143
07FN08;Planetario;5;0,142857143;0,111111111;7;1
07FN09;Museo de Antioquia;1;0,142857143;7;5;0,333333333
07FN09;Biblioteca Pública Piloto;7;1;7;5;5
07FN09;Jardín Botánico;0,142857143;1,571428571;1;0,2;0,142857143
07FN09;Parque Explora;0,2;0,2;5;1;0,333333333
07FN09;Planetario;3;0,2;7;3;1
07FN10;Museo de Antioquia;1;0,2;1;0,333333333;0,333333333
07FN10;Biblioteca Pública Piloto;5;1;3;3;3
07FN10;Jardín Botánico;1;0,333333333;1;0,333333333;1
07FN10;Parque Explora;3;0,333333333;3;1;3
07FN10;Planetario;3;0,333333333;1;0,333333333;1
07FN11;Museo de Antioquia;1;0,2;0,2;0,2;0,142857143
07FN11;Biblioteca Pública Piloto;5;1;1;3;0,142857143
07FN11;Jardín Botánico;5;1;1;3;0,2
07FN11;Parque Explora;5;0,333333333;0,333333333;1;0,333333333
07FN11;Planetario;7;7;5;3;1
07FN12;Museo de Antioquia;1;0,2;3;0,142857143;3
07FN12;Biblioteca Pública Piloto;5;1;9;5;1
07FN12;Jardín Botánico;0,333333333;0,111111111;1;0,2;3
07FN12;Parque Explora;7;0,2;5;1;1
07FN12;Planetario;0,333333333;1;0,333333333;1;1
07FN13;Museo de Antioquia;1;1;0,2;0,2;0,333333333
07FN13;Biblioteca Pública Piloto;1;1;0,2;0,333333333;0,333333333
07FN13;Jardín Botánico;5;5;1;0,333333333;1
07FN13;Parque Explora;5;3;3;1;1
07FN13;Planetario;3;3;1;1;1
07FN14;Museo de Antioquia;1;5;1;5;5
07FN14;Biblioteca Pública Piloto;0,2;1;0,2;5;5
07FN14;Jardín Botánico;1;5;1;5;5
07FN14;Parque Explora;0,2;0,2;0,2;1;5
07FN14;Planetario;0,2;0,2;0,2;0,2;1
07FN15;Museo de Antioquia;1;0,142857143;0,2;0,142857143;0,142857143
07FN15;Biblioteca Pública Piloto;7;1;0,2;0,2;1
07FN15;Jardín Botánico;5;5;1;1;5
07FN15;Parque Explora;7;5;1;1;1
07FN15;Planetario;7;1;0,2;1;1
07IN16;Museo de Antioquia;1;1;1;1;1
07IN16;Biblioteca Pública Piloto;1;1;1;1;1
07IN16;Jardín Botánico;1;1;1;1;1
07IN16;Parque Explora;1;1;1;1;1
07IN16;Planetario;1;1;1;1;1
07FN17;Museo de Antioquia;1;0,111111111;0,142857143;0,142857143;0,111111111
07FN17;Biblioteca Pública Piloto;9;1;9;9;9
07FN17;Jardín Botánico;7;0,111111111;1;7;7
07FN17;Parque Explora;7;0,111111111;0,142857143;1;6
07FN17;Planetario;9;0,111111111;0,142857143;0,166666667;1
07FN18;Museo de Antioquia;1;0,111111111;0,2;0,111111111;0,111111111
07FN18;Biblioteca Pública Piloto;9;1;7;1;0,25
07FN18;Jardín Botánico;5;0,142857143;1;0,142857143;0,125
07FN18;Parque Explora;9;1;7;1;7
07FN18;Planetario;9;4;8;0,142857143;1
07FN20;Museo de Antioquia;1;0,142857143;0,142857143;0,111111111;0,111111111
07FN20;Biblioteca Pública Piloto;7;1;0,142857143;7;0,111111111
07FN20;Jardín Botánico;7;7;1;1;1
07FN20;Parque Explora;9;0,142857143;1;1;1
07FN20;Planetario;9;9;1;1;1
07FN21;Museo de Antioquia;1;0,142857143;5;0,142857143;0,2
07FN21;Biblioteca Pública Piloto;7;1;7;7;7
07FN21;Jardín Botánico;0,2;0,142857143;1;0,142857143;0,2
07FN21;Parque Explora;7;0,142857143;7;1;5
07FN21;Planetario;5;0,142857143;5;0,2;1
07FN22;Museo de Antioquia;1;0,142857143;0,111111111;0,111111111;0,142857143
07FN22;Biblioteca Pública Piloto;7;1;7;0,142857143;0,111111111
07FN22;Jardín Botánico;9;0,142857143;1;0,142857143;0,111111111
07FN22;Parque Explora;9;7;7;1;0,111111111
07FN22;Planetario;7;9;9;9;1
07FN23;Museo de Antioquia;1;1;1;1;0,333333333
07FN23;Biblioteca Pública Piloto;1;1;0,333333333;0,142857143;0,142857143
07FN23;Jardín Botánico;1;3;1;1;7
07FN23;Parque Explora;1;7;1;1;1
07FN23;Planetario;3;7;0,142857143;1;1
07IN24;Museo de Antioquia;1;1;1;1;1
07IN24;Biblioteca Pública Piloto;1;1;1;1;1
07IN24;Jardín Botánico;1;1;1;1;1
07IN24;Parque Explora;1;1;1;1;1
07IN24;Planetario;1;1;1;1;1
07FN25;Museo de Antioquia;1;0,142857143;0,111111111;0,2;5
07FN25;Biblioteca Pública Piloto;7;1;3;3;3
07FN25;Jardín Botánico;9;0,333333333;1;3;3
07FN25;Parque Explora;5;0,333333333;0,333333333;1;3
07FN25;Planetario;0,333333333;0,333333333;0,333333333;0,333333333;1
08FN01;Museo de Antioquia;1;3;0,333333333;0,2;0,2
08FN01;Biblioteca Pública Piloto;0,333333333;1;0,333333333;0,142857143;0,142857143
08FN01;Jardín Botánico;3;3;1;0,2;0,2
08FN01;Parque Explora;5;7;5;1;0,333333333
08FN01;Planetario;5;7;5;3;1
08FN02;Museo de Antioquia;1;7;0,142857143;0,142857143;0,2
08FN02;Biblioteca Pública Piloto;0,142857143;1;0,142857143;0,2;0,142857143
08FN02;Jardín Botánico;7;7;1;1;1
08FN02;Parque Explora;7;5;1;1;1
08FN02;Planetario;5;7;1;1;1
08FN03;Museo de Antioquia;1;5;0,333333333;0,2;0,2
08FN03;Biblioteca Pública Piloto;0,2;1;0,333333333;0,2;0,2
08FN03;Jardín Botánico;3;3;1;0,333333333;1
08FN03;Parque Explora;5;5;3;1;1
08FN03;Planetario;5;5;1;1;1
08FN04;Museo de Antioquia;1;5;3;3;3
08FN04;Biblioteca Pública Piloto;0,2;1;0,2;0,2;0,2
08FN04;Jardín Botánico;0,333333333;5;1;0,2;0,2
08FN04;Parque Explora;0,333333333;5;5;1;0,333333333
08FN04;Planetario;0,333333333;5;5;3;1
08FN05;Museo de Antioquia;1;3;0,2;0,2;0,2
08FN05;Biblioteca Pública Piloto;0,333333333;1;0,2;0,333333333;0,2
08FN05;Jardín Botánico;5;5;1;0,2;0,2
08FN05;Parque Explora;5;3;5;1;1
08FN05;Planetario;5;5;5;1;1
08IN06;Museo de Antioquia;1;5;0,333333333;0,333333333;0,333333333
08IN06;Biblioteca Pública Piloto;0,2;1;0,2;0,142857143;0,2
08IN06;Jardín Botánico;3;5;1;0,2;0,2
08IN06;Parque Explora;3;7;5;1;1
08IN06;Planetario;3;5;5;1;1
08FN07;Museo de Antioquia;1;3;0,333333333;0,333333333;0,333333333
08FN07;Biblioteca Pública Piloto;0,333333333;1;3;0,333333333;0,333333333
08FN07;Jardín Botánico;3;0,333333333;1;0,333333333;5
08FN07;Parque Explora;3;3;3;1;5
08FN07;Planetario;3;3;0,2;0,2;1
08FN08;Museo de Antioquia;1;5;0,2;0,2;0,333333333
08FN08;Biblioteca Pública Piloto;0,2;1;0,2;0,333333333;0,2
08FN08;Jardín Botánico;5;5;1;1;0,2
08FN08;Parque Explora;5;3;1;1;1
08FN08;Planetario;3;5;5;1;1
08IN09;Museo de Antioquia;1;3;0,333333333;0,142857143;0,142857143
08IN09;Biblioteca Pública Piloto;0,333333333;1;0,333333333;0,142857143;0,142857143
08IN09;Jardín Botánico;3;3;1;0,2;0,2
08IN09;Parque Explora;7;7;5;1;1
08IN09;Planetario;7;7;5;1;1
08IN10;Museo de Antioquia;1;0,333333333;0,333333333;0,2;0,2
08IN10;Biblioteca Pública Piloto;3;1;0,333333333;0,142857143;0,142857143
08IN10;Jardín Botánico;3;3;1;0,2;0,2
08IN10;Parque Explora;5;7;5;1;3
08IN10;Planetario;5;7;5;0,333333333;1
08FN11;Museo de Antioquia;1;5;0,333333333;0,333333333;3
08FN11;Biblioteca Pública Piloto;0,2;1;0,2;0,142857143;1
08FN11;Jardín Botánico;3;5;1;0,333333333;0,333333333
08FN11;Parque Explora;3;7;3;1;5
08FN11;Planetario;0,333333333;1;3;0,2;1
08FN12;Museo de Antioquia;1;7;0,142857143;0,142857143;7
08FN12;Biblioteca Pública Piloto;0,142857143;1;0,142857143;0,142857143;7
08FN12;Jardín Botánico;7;7;1;7;7
08FN12;Parque Explora;7;7;0,142857143;1;7
08FN12;Planetario;0,142857143;0,142857143;0,142857143;0,142857143;1
08FN13;Museo de Antioquia;1;0,333333333;0,2;0,333333333;5
08FN13;Biblioteca Pública Piloto;3;1;0,333333333;1;7
08FN13;Jardín Botánico;5;3;1;0,333333333;7
08FN13;Parque Explora;3;1;3;1;5
08FN13;Planetario;0,2;0,142857143;0,142857143;0,2;1
08FN14;Museo de Antioquia;1;0,333333333;0,333333333;0,2;0,2
08FN14;Biblioteca Pública Piloto;3;1;0,333333333;0,2;0,2
08FN14;Jardín Botánico;3;3;1;0,2;0,2
08FN14;Parque Explora;5;5;5;1;1
08FN14;Planetario;5;5;5;1;1
08IN15;Museo de Antioquia;1;5;0,2;0,2;0,2
08IN15;Biblioteca Pública Piloto;0,2;1;0,2;0,2;0,2
08IN15;Jardín Botánico;5;5;1;1;1
08IN15;Parque Explora;5;5;1;1;1
08IN15;Planetario;5;5;1;1;1
08IN16;Museo de Antioquia;1;5;1;1;0,333333333
08IN16;Biblioteca Pública Piloto;0,2;1;0,333333333;0,2;0,333333333
08IN16;Jardín Botánico;1;3;1;1;1
08IN16;Parque Explora;1;5;1;1;1
08IN16;Planetario;3;3;1;1;1
08IN17;Museo de Antioquia;1;1;0,2;3;3
08IN17;Biblioteca Pública Piloto;1;1;0,142857143;5;1
08IN17;Jardín Botánico;5;7;1;3;5
08IN17;Parque Explora;0,333333333;0,2;0,333333333;1;0,333333333
08IN17;Planetario;0,333333333;1;0,2;3;1
08FN18;Museo de Antioquia;1;0,142857143;0,111111111;0,111111111;0,142857143
08FN18;Biblioteca Pública Piloto;7;1;0,142857143;0,142857143;0,142857143
08FN18;Jardín Botánico;9;7;1;0,142857143;0,142857143
08FN18;Parque Explora;9;7;7;1;7
08FN18;Planetario;7;7;7;0,142857143;1
08FN19;Museo de Antioquia;1;1;0,2;0,2;0,2
08FN19;Biblioteca Pública Piloto;1;1;0,2;0,142857143;0,333333333
08FN19;Jardín Botánico;5;5;1;0,2;3
08FN19;Parque Explora;5;7;5;1;0,2
08FN19;Planetario;5;3;0,333333333;5;1
08IN20;Museo de Antioquia;1;5;3;3;3
08IN20;Biblioteca Pública Piloto;0,2;1;0,2;0,2;0,2
08IN20;Jardín Botánico;0,333333333;5;1;1;1
08IN20;Parque Explora;0,333333333;5;1;1;1
08IN20;Planetario;0,333333333;5;1;1;1
08IN21;Museo de Antioquia;1;0,333333333;0,2;0,142857143;0,142857143
08IN21;Biblioteca Pública Piloto;3;1;0,2;0,2;0,2
08IN21;Jardín Botánico;5;5;1;0,2;0,2
08IN21;Parque Explora;7;5;5;1;1
08IN21;Planetario;7;5;5;1;1
08IN22;Museo de Antioquia;1;5;0,333333333;0,2;0,2
08IN22;Biblioteca Pública Piloto;0,2;1;0,2;0,142857143;0,142857143
08IN22;Jardín Botánico;3;5;1;1;1
08IN22;Parque Explora;5;7;1;1;1
08IN22;Planetario;5;7;1;1;1
08IN23;Museo de Antioquia;1;5;3;0,2;0,333333333
08IN23;Biblioteca Pública Piloto;0,2;1;0,333333333;0,2;0,333333333
08IN23;Jardín Botánico;0,333333333;3;1;0,2;0,333333333
08IN23;Parque Explora;5;5;5;1;1
08IN23;Planetario;3;3;3;1;1
08FN24;Museo de Antioquia;1;5;3;0,2;0,2
08FN24;Biblioteca Pública Piloto;0,2;1;0,333333333;0,2;0,2
08FN24;Jardín Botánico;0,333333333;3;1;0,333333333;0,2
08FN24;Parque Explora;5;5;3;1;0,2
08FN24;Planetario;5;5;5;5;1
08IN25;Museo de Antioquia;1;5;3;3;3
08IN25;Biblioteca Pública Piloto;0,2;1;0,333333333;0,2;0,2
08IN25;Jardín Botánico;0,333333333;3;1;0,2;0,2
08IN25;Parque Explora;0,333333333;5;5;1;1
08IN25;Planetario;0,333333333;5;5;1;1
09IN01;Museo de Antioquia;1;7;0,2;0,142857143;0,142857143
09IN01;Biblioteca Pública Piloto;0,142857143;1;0,2;0,142857143;0,142857143
09IN01;Jardín Botánico;5;5;1;5;5
09IN01;Parque Explora;7;7;0,2;1;7
09IN01;Planetario;7;7;0,2;0,142857143;1
09IE02;Museo de Antioquia;1;3;3;3;3
09IE02;Biblioteca Pública Piloto;0,333333333;1;5;5;1
09IE02;Jardín Botánico;0,333333333;0,2;1;1;0,333333333
09IE02;Parque Explora;0,333333333;0,2;1;1;3
09IE02;Planetario;0,333333333;1;3;0,333333333;1
09IN03;Museo de Antioquia;1;1;1;1;1
09IN03;Biblioteca Pública Piloto;1;1;1;1;1
09IN03;Jardín Botánico;1;1;1;1;1
09IN03;Parque Explora;1;1;1;1;1
09IN03;Planetario;1;1;1;1;1
09IN04;Museo de Antioquia;1;0,333333333;3;0,2;0,2
09IN04;Biblioteca Pública Piloto;3;1;1;0,2;0,333333333
09IN04;Jardín Botánico;0,333333333;1;1;0,2;1
09IN04;Parque Explora;5;5;5;1;1
09IN04;Planetario;5;3;1;1;1
09IN05;Museo de Antioquia;1;7;0,142857143;0,142857143;0,142857143
09IN05;Biblioteca Pública Piloto;0,142857143;1;0,142857143;0,142857143;0,142857143
09IN05;Jardín Botánico;7;7;1;0,142857143;0,142857143
09IN05;Parque Explora;7;7;7;1;0,142857143
09IN05;Planetario;7;7;7;7;1
09FN06;Museo de Antioquia;1;1;1;1;1
09FN06;Biblioteca Pública Piloto;1;1;1;1;1
09FN06;Jardín Botánico;1;1;1;1;1
09FN06;Parque Explora;1;1;1;1;1
09FN06;Planetario;1;1;1;1;1
09FN07;Museo de Antioquia;1;0,2;7;9;7
09FN07;Biblioteca Pública Piloto;5;1;7;9;7
09FN07;Jardín Botánico;0,142857143;0,142857143;1;5;0,333333333
09FN07;Parque Explora;0,111111111;0,111111111;0,2;1;0,2
09FN07;Planetario;0,142857143;0,142857143;3;5;1
09FN09;Museo de Antioquia;1;1;1;1;1
09FN09;Biblioteca Pública Piloto;1;1;1;1;1
09FN09;Jardín Botánico;1;1;1;1;1
09FN09;Parque Explora;1;1;1;1;1
09FN09;Planetario;1;1;1;1;1
09FN10;Museo de Antioquia;1;8;1;1;1
09FN10;Biblioteca Pública Piloto;0,125;1;0,111111111;0,111111111;0,111111111
09FN10;Jardín Botánico;1;9;1;1;1
09FN10;Parque Explora;1;9;1;1;1
09FN10;Planetario;1;9;1;1;1
09FN11;Museo de Antioquia;1;5;1;3;1
09FN11;Biblioteca Pública Piloto;0,2;1;5;5;5
09FN11;Jardín Botánico;1;0,2;1;1;1
09FN11;Parque Explora;0,333333333;0,2;1;1;1
09FN11;Planetario;1;0,2;1;1;1
09FN12;Museo de Antioquia;1;1;0,2;1;1
09FN12;Biblioteca Pública Piloto;1;1;0,142857143;1;1
09FN12;Jardín Botánico;5;7;1;1;1
09FN12;Parque Explora;1;1;1;1;1
09FN12;Planetario;1;1;1;1;1
09FN13;Museo de Antioquia;1;1;1;1;1
09FN13;Biblioteca Pública Piloto;1;1;1;1;1
09FN13;Jardín Botánico;1;1;1;1;1
09FN13;Parque Explora;1;1;1;1;1
09FN13;Planetario;1;1;1;1;1
09FN14;Museo de Antioquia;1;9;7;0,111111111;0,2
09FN14;Biblioteca Pública Piloto;0,111111111;1;7;0,111111111;0,2
09FN14;Jardín Botánico;0,142857143;0,142857143;1;0,111111111;0,142857143
09FN14;Parque Explora;9;9;9;1;7
09FN14;Planetario;5;5;7;0,142857143;1
09FN15;Museo de Antioquia;1;7;7;7;7
09FN15;Biblioteca Pública Piloto;0,142857143;1;7;7;7
09FN15;Jardín Botánico;0,142857143;0,142857143;1;0,2;0,2
09FN15;Parque Explora;0,142857143;0,142857143;5;1;0,142857143
09FN15;Planetario;0,142857143;0,142857143;5;7;1
09FN16;Museo de Antioquia;1;0,111111111;0,2;9;7
09FN16;Biblioteca Pública Piloto;9;1;7;9;9
